measure calculation,annex,country,fishing_activity,fishing_capacity,gt_days_at_sea,no_vessels,nominal_effort,regulated area,regulated gear,specon,vessel length,year
92020.68,IIB,ESP,2040,568.15,16392.92,64,92020.68,8C-9A,BEAM,NONE,O10T15M,2016
4185.09,IIB,ESP,150,27.13,1336.78,3,4185.09,8C-9A,DEM_SEINE,NONE,O10T15M,2016
531340.84,IIB,ESP,6809,1408.14,85915.25,104,531340.84,8C-9A,DREDGE,NONE,O10T15M,2016
40050.35,IIB,ESP,1432,367.75,11676.89,25,40050.35,8C-9A,GILL,NONE,O10T15M,2016
20460.69,IIB,ESP,427,278.09,3596.3,15,20460.69,8C-9A,NONE,NONE,O10T15M,2016
545498.18,IIB,ESP,20004,1407.14,91007.45,39,545498.18,8C-9A,PEL_SEINE,NONE,O10T15M,2016
1163160.1,IIB,ESP,27050,3335.42,200141.56,135,1163160.1,8C-9A,POTS,NONE,O10T15M,2016
319.44,IIB,FRA,2.08,468,35.29,1,319.44,8C-9A,3A,NONE,O10T15M,2016
8901.14,IIB,FRA,34.5,516,896.32,1,8901.14,8C-9A,3B,NONE,O10T15M,2016
1964.16,IIB,FRA,13.93,440,331.44,3,1964.16,8C-9A,3C,NONE,O10T15M,2016
12967.57,IIB,FRA,51.29,618,1305.76,2,12967.57,8C-9A,3T,NONE,O10T15M,2016
6.07,IIB,FRA,0.08,73,2.58,1,6.07,8C-9A,PEL_SEINE,NONE,O10T15M,2016
34297,IIB,PRT,230,1488.96,5164.93,2,34297,8C-9A,3A,NONE,O10T15M,2016
73541.88,IIB,PRT,579,3414.41,12430.13,6,73541.88,8C-9A,3B,NONE,O10T15M,2016
89762.41,IIB,PRT,70,844.18,13509.6,6,89762.41,8C-9A,3C,NONE,O10T15M,2016
377165.04,IIB,PRT,,,52453.66,64,377165.04,8C-9A,3T,NONE,O10T15M,2016
14759.98,IIB,PRT,50,325.6,2473.6,3,14759.98,8C-9A,GILL,NONE,O10T15M,2016
16991,IIB,PRT,24,248.16,2485.94,1,16991,8C-9A,OTTER,NONE,O10T15M,2016
3019.95,IIB,PRT,,,359.91,1,3019.95,8C-9A,PEL_SEINE,NONE,O10T15M,2016
168927.89,IIB,PRT,,,23077.66,48,168927.89,8C-9A,POTS,NONE,O10T15M,2016
41337,BOB,BEL,,3955,15598,11,41337,8A-BOB,BEAM,NONE,O15M,2003
577330,BOB,BEL,,6295,236748,17,577330,8B-BOB,BEAM,NONE,O15M,2003
30222,BOB,DEU,,,39360,3,30222,8A-BOB,PEL_TRAWL,NONE,O15M,2003
14112,BOB,DEU,,,6360,1,14112,8A-BOB,POTS,NONE,O15M,2003
84318.71,BOB,ENG,,1502,35325.97,2,84318.71,8A-BOB,LONGLINE,NONE,O15M,2003
29898.97,BOB,ENG,,3355,10755.27,2,29898.97,8A-BOB,OTTER,NONE,O15M,2003
37585.03,BOB,ENG,,5268,13548.73,2,37585.03,8B-BOB,OTTER,NONE,O15M,2003
166042.67,BOB,ENG,,9174,86973.9,3,166042.67,8A-BOB,PEL_TRAWL,NONE,O15M,2003
620,BOB,FRA,,,140,1,620,8A-BOB,DREDGE,NONE,O15M,2003
803281,BOB,FRA,,,218711,40,803281,8A-BOB,GILL,NONE,O15M,2003
219765,BOB,FRA,,,51566,22,219765,8B-BOB,GILL,NONE,O15M,2003
147646,BOB,FRA,,,39309,10,147646,8A-BOB,LONGLINE,NONE,O15M,2003
8057,BOB,FRA,,,2133,2,8057,8B-BOB,LONGLINE,NONE,O15M,2003
2058,BOB,FRA,,,1104,1,2058,8A-BOB,NONE,NONE,O15M,2003
2744,BOB,FRA,,,2024,1,2744,8B-BOB,NONE,NONE,O15M,2003
7001724,BOB,FRA,,,1299428,136,7001724,8A-BOB,OTTER,NONE,O15M,2003
937932,BOB,FRA,,,210489,40,937932,8B-BOB,OTTER,NONE,O15M,2003
312603,BOB,FRA,,,57986,11,312603,8A-BOB,PEL_SEINE,NONE,O15M,2003
51321,BOB,FRA,,,19183,4,51321,8B-BOB,PEL_SEINE,NONE,O15M,2003
2028770,BOB,FRA,,,493242,96,2028770,8A-BOB,PEL_TRAWL,NONE,O15M,2003
797232,BOB,FRA,,,180630,92,797232,8B-BOB,PEL_TRAWL,NONE,O15M,2003
169607,BOB,FRA,,,49616,14,169607,8A-BOB,POTS,NONE,O15M,2003
6636,BOB,FRA,,,2037,1,6636,8B-BOB,POTS,NONE,O15M,2003
267318,BOB,FRA,,,77258,25,267318,8A-BOB,TRAMMEL,NONE,O15M,2003
485279,BOB,FRA,,,134152,33,485279,8B-BOB,TRAMMEL,NONE,O15M,2003
14754,BOB,IRL,,,4156,4,14754,8A-BOB,DREDGE,NONE,O15M,2003
39676,BOB,IRL,,,17502,3,39676,8A-BOB,PEL_TRAWL,NONE,O15M,2003
53538,BOB,IRL,,,26140,2,53538,8B-BOB,PEL_TRAWL,NONE,O15M,2003
652927,BOB,NLD,,,543843,10,652927,8A-BOB,PEL_TRAWL,NONE,O15M,2003
2648,BOB,NLD,,,2180,1,2648,8B-BOB,PEL_TRAWL,NONE,O15M,2003
7163,BOB,SCO,,551,3302,1,7163,8A-BOB,GILL,NONE,O15M,2003
3972,BOB,SCO,,2648,999,1,3972,8A-BOB,PEL_TRAWL,NONE,O15M,2003
105779,BOB,BEL,,6945,41119,19,105779,8A-BOB,BEAM,NONE,O15M,2004
550314,BOB,BEL,,6944,219108,19,550314,8B-BOB,BEAM,NONE,O15M,2004
122593,BOB,DEU,,,166460,3,122593,8A-BOB,PEL_TRAWL,NONE,O15M,2004
21168,BOB,DEU,,,9540,1,21168,8A-BOB,POTS,NONE,O15M,2004
48408.89,BOB,ENG,,448,22583.61,1,48408.89,8A-BOB,GILL,NONE,O15M,2004
97727.95,BOB,ENG,,1502,37942.43,2,97727.95,8A-BOB,LONGLINE,NONE,O15M,2004
12427.55,BOB,ENG,,662,4768.27,1,12427.55,8B-BOB,LONGLINE,NONE,O15M,2004
11034.01,BOB,ENG,,3355,4037.15,2,11034.01,8A-BOB,OTTER,NONE,O15M,2004
118060.99,BOB,ENG,,4672,42680.86,2,118060.99,8B-BOB,OTTER,NONE,O15M,2004
139715.65,BOB,ENG,,11859,83913.12,4,139715.65,8A-BOB,PEL_TRAWL,NONE,O15M,2004
67345.71,BOB,ENG,,4320,33161.78,2,67345.71,8B-BOB,PEL_TRAWL,NONE,O15M,2004
10185.09,BOB,ENG,,708,7423.03,1,10185.09,8A-BOB,POTS,NONE,O15M,2004
9728,BOB,FRA,,,1892,2,9728,8A-BOB,BEAM,NONE,O15M,2004
4130,BOB,FRA,,,720,1,4130,8A-BOB,DREDGE,NONE,O15M,2004
849051,BOB,FRA,,,229886,49,849051,8A-BOB,GILL,NONE,O15M,2004
225978,BOB,FRA,,,52486,19,225978,8B-BOB,GILL,NONE,O15M,2004
146630,BOB,FRA,,,33684,14,146630,8A-BOB,LONGLINE,NONE,O15M,2004
14456,BOB,FRA,,,3570,4,14456,8B-BOB,LONGLINE,NONE,O15M,2004
8272214,BOB,FRA,,,1615426,158,8272214,8A-BOB,OTTER,NONE,O15M,2004
973015,BOB,FRA,,,223890,44,973015,8B-BOB,OTTER,NONE,O15M,2004
372855,BOB,FRA,,,67280,17,372855,8A-BOB,PEL_SEINE,NONE,O15M,2004
68243,BOB,FRA,,,38188,5,68243,8B-BOB,PEL_SEINE,NONE,O15M,2004
610284,BOB,FRA,,,157030,97,610284,8A-BOB,PEL_TRAWL,NONE,O15M,2004
367024,BOB,FRA,,,85132,93,367024,8B-BOB,PEL_TRAWL,NONE,O15M,2004
153444,BOB,FRA,,,48683,7,153444,8A-BOB,POTS,NONE,O15M,2004
3792,BOB,FRA,,,1164,1,3792,8B-BOB,POTS,NONE,O15M,2004
430253,BOB,FRA,,,112545,33,430253,8A-BOB,TRAMMEL,NONE,O15M,2004
408810,BOB,FRA,,,123165,39,408810,8B-BOB,TRAMMEL,NONE,O15M,2004
985,BOB,IRL,,,396,1,985,8A-BOB,OTTER,NONE,O15M,2004
65951,BOB,IRL,,,41571,1,65951,8A-BOB,PEL_TRAWL,NONE,O15M,2004
92485,BOB,IRL,,,53739,2,92485,8B-BOB,PEL_TRAWL,NONE,O15M,2004
114007,BOB,NLD,,,89502,4,114007,8A-BOB,PEL_TRAWL,NONE,O15M,2004
58729,BOB,SCO,,1698,30895,2,58729,8A-BOB,GILL,NONE,O15M,2004
3306,BOB,SCO,,551,1524,1,3306,8B-BOB,GILL,NONE,O15M,2004
123376,BOB,BEL,,7526,47383,20,123376,8A-BOB,BEAM,NONE,O15M,2005
712933,BOB,BEL,,8226,278855,23,712933,8B-BOB,BEAM,NONE,O15M,2005
263370,BOB,DEU,,,327390,4,263370,8A-BOB,PEL_TRAWL,NONE,O15M,2005
32606,BOB,ENG,,896,15211.28,1,32606,8A-BOB,GILL,NONE,O15M,2005
2893.33,BOB,ENG,,448,1349.79,1,2893.33,8B-BOB,GILL,NONE,O15M,2005
69063.25,BOB,ENG,,2094,27567.91,3,69063.25,8A-BOB,LONGLINE,NONE,O15M,2005
2581.8,BOB,ENG,,662,990.6,1,2581.8,8B-BOB,LONGLINE,NONE,O15M,2005
78251.85,BOB,ENG,,3355,28110,2,78251.85,8B-BOB,OTTER,NONE,O15M,2005
119685.75,BOB,ENG,,7005,71903.75,3,119685.75,8A-BOB,PEL_TRAWL,NONE,O15M,2005
8055,BOB,ENG,,2685,6093,1,8055,8B-BOB,PEL_TRAWL,NONE,O15M,2005
1272269,BOB,FRA,,,360564,49,1272269,8A-BOB,GILL,NONE,O15M,2005
569303,BOB,FRA,,,130942,35,569303,8B-BOB,GILL,NONE,O15M,2005
111105,BOB,FRA,,,27625,11,111105,8A-BOB,LONGLINE,NONE,O15M,2005
18189,BOB,FRA,,,4719,3,18189,8B-BOB,LONGLINE,NONE,O15M,2005
686,BOB,FRA,,,368,1,686,8A-BOB,NONE,NONE,O15M,2005
5831,BOB,FRA,,,4048,2,5831,8B-BOB,NONE,NONE,O15M,2005
10511405,BOB,FRA,,,2156746,169,10511405,8A-BOB,OTTER,NONE,O15M,2005
2533828,BOB,FRA,,,529753,65,2533828,8B-BOB,OTTER,NONE,O15M,2005
319355,BOB,FRA,,,57974,13,319355,8A-BOB,PEL_SEINE,NONE,O15M,2005
83215,BOB,FRA,,,28900,5,83215,8B-BOB,PEL_SEINE,NONE,O15M,2005
1751416,BOB,FRA,,,463849,100,1751416,8A-BOB,PEL_TRAWL,NONE,O15M,2005
994162,BOB,FRA,,,229738,155,994162,8B-BOB,PEL_TRAWL,NONE,O15M,2005
119148,BOB,FRA,,,36361,7,119148,8A-BOB,POTS,NONE,O15M,2005
814325,BOB,FRA,,,192730,38,814325,8A-BOB,TRAMMEL,NONE,O15M,2005
1251697,BOB,FRA,,,295434,39,1251697,8B-BOB,TRAMMEL,NONE,O15M,2005
842,BOB,IRL,,,356,1,842,8A-BOB,LONGLINE,NONE,O15M,2005
25000,BOB,IRL,,,15840,1,25000,8B-BOB,NONE,NONE,O15M,2005
52942,BOB,IRL,,,28516,2,52942,8A-BOB,PEL_TRAWL,NONE,O15M,2005
72948,BOB,IRL,,,45144,3,72948,8B-BOB,PEL_TRAWL,NONE,O15M,2005
512294,BOB,NLD,,,423345,6,512294,8A-BOB,PEL_TRAWL,NONE,O15M,2005
78826,BOB,SCO,,2249,43990,1,78826,8A-BOB,GILL,NONE,O15M,2005
169488,BOB,DEU,,,203520,4,169488,8A-BOB,PEL_TRAWL,NONE,O15M,2006
12065,BOB,DEU,,,12080,1,12065,8B-BOB,PEL_TRAWL,NONE,O15M,2006
13631,BOB,DEU,,,6150,2,13631,8A-BOB,POTS,NONE,O15M,2006
38027,BOB,DNK,19,2999,17148,1,38027,8A-BOB,PEL_TRAWL,NONE,O15M,2006
119939.68,BOB,ENG,,1938,58450.54,2,119939.68,8A-BOB,GILL,NONE,O15M,2006
40107.66,BOB,ENG,,1058,21683.91,1,40107.66,8B-BOB,GILL,NONE,O15M,2006
57541.97,BOB,ENG,,1744,22450.14,2,57541.97,8A-BOB,LONGLINE,NONE,O15M,2006
9426.41,BOB,ENG,,662,3616.78,1,9426.41,8B-BOB,LONGLINE,NONE,O15M,2006
41472,BOB,ENG,,4320,20419.2,2,41472,8A-BOB,OTTER,NONE,O15M,2006
62964,BOB,ENG,,4320,31001.03,2,62964,8B-BOB,OTTER,NONE,O15M,2006
92444.67,BOB,ENG,,11971,61750.54,2,92444.67,8A-BOB,PEL_TRAWL,NONE,O15M,2006
1410922,BOB,FRA,,,406800,69,1410922,8A-BOB,GILL,NONE,O15M,2006
435153,BOB,FRA,,,101349,28,435153,8B-BOB,GILL,NONE,O15M,2006
160144,BOB,FRA,,,40048,12,160144,8A-BOB,LONGLINE,NONE,O15M,2006
12989,BOB,FRA,,,2931,3,12989,8B-BOB,LONGLINE,NONE,O15M,2006
11498677,BOB,FRA,,,2459790,202,11498677,8A-BOB,OTTER,NONE,O15M,2006
2481578,BOB,FRA,,,508692,86,2481578,8B-BOB,OTTER,NONE,O15M,2006
461322,BOB,FRA,,,107222,14,461322,8A-BOB,PEL_SEINE,NONE,O15M,2006
133509,BOB,FRA,,,51295,10,133509,8B-BOB,PEL_SEINE,NONE,O15M,2006
2034186,BOB,FRA,,,568979,69,2034186,8A-BOB,PEL_TRAWL,NONE,O15M,2006
1458011,BOB,FRA,,,364714,174,1458011,8B-BOB,PEL_TRAWL,NONE,O15M,2006
111043,BOB,FRA,,,34760,12,111043,8A-BOB,POTS,NONE,O15M,2006
3244,BOB,FRA,,,802,1,3244,8B-BOB,POTS,NONE,O15M,2006
975590,BOB,FRA,,,226687,35,975590,8A-BOB,TRAMMEL,NONE,O15M,2006
1238306,BOB,FRA,,,279052,40,1238306,8B-BOB,TRAMMEL,NONE,O15M,2006
2105,BOB,IRL,,,890,1,2105,8A-BOB,LONGLINE,NONE,O15M,2006
1209,BOB,IRL,,,477,1,1209,8A-BOB,OTTER,NONE,O15M,2006
3645,BOB,IRL,,,1450,1,3645,8B-BOB,OTTER,NONE,O15M,2006
37511,BOB,IRL,,,15056,2,37511,8A-BOB,PEL_TRAWL,NONE,O15M,2006
62235,BOB,IRL,,,26261,2,62235,8B-BOB,PEL_TRAWL,NONE,O15M,2006
428503,BOB,NLD,,,377857,8,428503,8A-BOB,PEL_TRAWL,NONE,O15M,2006
16180,BOB,NLD,,,13125,1,16180,8B-BOB,PEL_TRAWL,NONE,O15M,2006
33150,BOB,SCO,,596,22249,1,33150,8A-BOB,GILL,NONE,O15M,2006
6797,BOB,SCO,,849,3198,1,6797,8A-BOB,LONGLINE,NONE,O15M,2006
11500,BOB,DEU,,,5190,2,11500,8A-BOB,POTS,NONE,O15M,2007
11850,BOB,DNK,10,1185,6160,1,11850,8A-BOB,OTTER,NONE,O15M,2007
181719,BOB,DNK,139,14490,87669,9,181719,8A-BOB,PEL_TRAWL,NONE,O15M,2007
39301.52,BOB,ENG,,818,19279.16,3,39301.52,8A-BOB,GILL,NONE,O15M,2007
15075.88,BOB,ENG,,529,8150.67,1,15075.88,8B-BOB,GILL,NONE,O15M,2007
33852.3,BOB,ENG,,1247,12956.95,2,33852.3,8A-BOB,LONGLINE,NONE,O15M,2007
20747.4,BOB,ENG,,662,7960.48,1,20747.4,8B-BOB,LONGLINE,NONE,O15M,2007
36288,BOB,ENG,,4320,17866.8,2,36288,8A-BOB,PEL_TRAWL,NONE,O15M,2007
3117,BOB,FRA,,,570,1,3117,8A-BOB,DREDGE,NONE,O15M,2007
935828,BOB,FRA,,,255742,54,935828,8A-BOB,GILL,NONE,O15M,2007
422277,BOB,FRA,,,107861,27,422277,8B-BOB,GILL,NONE,O15M,2007
182442,BOB,FRA,,,47444,12,182442,8A-BOB,LONGLINE,NONE,O15M,2007
23365,BOB,FRA,,,5672,4,23365,8B-BOB,LONGLINE,NONE,O15M,2007
10727,BOB,FRA,,,2336,3,10727,8A-BOB,NONE,NONE,O15M,2007
972,BOB,FRA,,,192,1,972,8B-BOB,NONE,NONE,O15M,2007
12756261,BOB,FRA,,,2750714,204,12756261,8A-BOB,OTTER,NONE,O15M,2007
2769461,BOB,FRA,,,596109,81,2769461,8B-BOB,OTTER,NONE,O15M,2007
486618,BOB,FRA,,,104659,13,486618,8A-BOB,PEL_SEINE,NONE,O15M,2007
103398,BOB,FRA,,,24392,5,103398,8B-BOB,PEL_SEINE,NONE,O15M,2007
1625037,BOB,FRA,,,391935,64,1625037,8A-BOB,PEL_TRAWL,NONE,O15M,2007
901640,BOB,FRA,,,236291,78,901640,8B-BOB,PEL_TRAWL,NONE,O15M,2007
92109,BOB,FRA,,,27700,8,92109,8A-BOB,POTS,NONE,O15M,2007
9020,BOB,FRA,,,2668,1,9020,8B-BOB,POTS,NONE,O15M,2007
1228456,BOB,FRA,,,297353,45,1228456,8A-BOB,TRAMMEL,NONE,O15M,2007
1116036,BOB,FRA,,,258365,53,1116036,8B-BOB,TRAMMEL,NONE,O15M,2007
1263,BOB,IRL,,,534,1,1263,8B-BOB,LONGLINE,NONE,O15M,2007
27652,BOB,IRL,,,11858,1,27652,8A-BOB,PEL_TRAWL,NONE,O15M,2007
39547,BOB,IRL,,,16751,2,39547,8B-BOB,PEL_TRAWL,NONE,O15M,2007
94666,BOB,NLD,,,74323,2,94666,8A-BOB,PEL_TRAWL,NONE,O15M,2007
54702,BOB,SCO,,596,36714,1,54702,8A-BOB,GILL,NONE,O15M,2007
1378,BOB,SCO,,551,636,1,1378,8A-BOB,LONGLINE,NONE,O15M,2007
85325,BOB,DEU,,,102668,2,85325,8A-BOB,PEL_TRAWL,NONE,O15M,2008
7056,BOB,DEU,,,3184,1,7056,8A-BOB,POTS,NONE,O15M,2008
146452,BOB,DNK,48,2999,65290,1,146452,8A-BOB,PEL_TRAWL,NONE,O15M,2008
880,BOB,ENG,,220,548,1,880,8A-BOB,BEAM,NONE,O15M,2008
16297.5,BOB,ENG,,689,7412.93,2,16297.5,8A-BOB,GILL,NONE,O15M,2008
14940.79,BOB,ENG,,662,5661.51,1,14940.79,8A-BOB,LONGLINE,NONE,O15M,2008
5296,BOB,ENG,,662,2032,1,5296,8B-BOB,LONGLINE,NONE,O15M,2008
155677.06,BOB,ENG,,11971,85124.79,3,155677.06,8A-BOB,PEL_TRAWL,NONE,O15M,2008
1225106,BOB,FRA,,,338955,60,1225106,8A-BOB,GILL,NONE,O15M,2008
465184,BOB,FRA,,,124596,30,465184,8B-BOB,GILL,NONE,O15M,2008
195096,BOB,FRA,,,50774,16,195096,8A-BOB,LONGLINE,NONE,O15M,2008
35370,BOB,FRA,,,6255,5,35370,8B-BOB,LONGLINE,NONE,O15M,2008
9469,BOB,FRA,,,2208,3,9469,8A-BOB,NONE,NONE,O15M,2008
6708,BOB,FRA,,,870,2,6708,8B-BOB,NONE,NONE,O15M,2008
11428750,BOB,FRA,,,2507576,151,11428750,8A-BOB,OTTER,NONE,O15M,2008
2605985,BOB,FRA,,,576257,80,2605985,8B-BOB,OTTER,NONE,O15M,2008
501843,BOB,FRA,,,113139,10,501843,8A-BOB,PEL_SEINE,NONE,O15M,2008
100639,BOB,FRA,,,21677,3,100639,8B-BOB,PEL_SEINE,NONE,O15M,2008
406493,BOB,FRA,,,146882,16,406493,8A-BOB,PEL_TRAWL,NONE,O15M,2008
338210,BOB,FRA,,,101673,29,338210,8B-BOB,PEL_TRAWL,NONE,O15M,2008
14170,BOB,FRA,,,4540,3,14170,8A-BOB,POTS,NONE,O15M,2008
1121860,BOB,FRA,,,266948,55,1121860,8A-BOB,TRAMMEL,NONE,O15M,2008
1199112,BOB,FRA,,,266192,63,1199112,8B-BOB,TRAMMEL,NONE,O15M,2008
20000,BOB,IRL,,,8752,1,20000,8B-BOB,PEL_TRAWL,NONE,O15M,2008
367306,BOB,NLD,,,301717,3,367306,8A-BOB,PEL_TRAWL,NONE,O15M,2008
11452,BOB,NLD,,,9668,1,11452,8B-BOB,PEL_TRAWL,NONE,O15M,2008
93152,BOB,SCO,,801,54169,1,93152,8A-BOB,GILL,NONE,O15M,2008
3270,BOB,SCO,,503,1456,1,3270,8B-BOB,GILL,NONE,O15M,2008
20726,BOB,SCO,,1258,7929,2,20726,8A-BOB,LONGLINE,NONE,O15M,2008
1434,BOB,SCO,,662,550,1,1434,8B-BOB,LONGLINE,NONE,O15M,2008
20800,BOB,DEU,8,3181,25448,1,20800,8A-BOB,PEL_TRAWL,NONE,O15M,2009
42920,BOB,DNK,18,4634,17864,2,42920,8A-BOB,OTTER,NONE,O15M,2009
181440,BOB,DNK,60,2999,80888,1,181440,8A-BOB,PEL_TRAWL,NONE,O15M,2009
39310.73,BOB,ENG,,1374,22909.74,2,39310.73,8A-BOB,GILL,NONE,O15M,2009
7920,BOB,ENG,,4320,3899.5,2,7920,8A-BOB,OTTER,NONE,O15M,2009
170024.51,BOB,ENG,,16291,109658.54,4,170024.51,8A-BOB,PEL_TRAWL,NONE,O15M,2009
47280,BOB,ENG,,4320,23278.83,2,47280,8B-BOB,PEL_TRAWL,NONE,O15M,2009
14609.33,BOB,FRA,24.84,1764,6807.75,1,14609.33,8A-BOB,DEM_SEINE,NONE,O15M,2009
1173.6,BOB,FRA,2,588,546.88,1,1173.6,8B-BOB,DEM_SEINE,NONE,O15M,2009
2325,BOB,FRA,9,277,351.96,1,2325,8A-BOB,DREDGE,NONE,O15M,2009
834,BOB,FRA,3,278,124.05,1,834,8B-BOB,DREDGE,NONE,O15M,2009
441064.62,BOB,FRA,998.75,8650,177295.38,12,441064.62,8A-BOB,GILL,NONE,O15M,2009
370104.77,BOB,FRA,920.04,8475,144402.27,14,370104.77,8B-BOB,GILL,NONE,O15M,2009
169112.08,BOB,FRA,439.75,2504,71534.25,6,169112.08,8A-BOB,LONGLINE,NONE,O15M,2009
116518.96,BOB,FRA,241,2581,41150.44,5,116518.96,8B-BOB,LONGLINE,NONE,O15M,2009
3508480.07,BOB,FRA,10611.83,73705,912077,45,3508480.07,8A-BOB,OTTER,NONE,O15M,2009
949732.57,BOB,FRA,2774.91,24899,226758.65,20,949732.57,8B-BOB,OTTER,NONE,O15M,2009
310592.22,BOB,FRA,1330.6,5821,54962.86,10,310592.22,8A-BOB,PEL_SEINE,NONE,O15M,2009
81301.76,BOB,FRA,298.21,1886,14668,3,81301.76,8B-BOB,PEL_SEINE,NONE,O15M,2009
812568.44,BOB,FRA,1936.47,35342,315118.4,26,812568.44,8A-BOB,PEL_TRAWL,NONE,O15M,2009
441163.31,BOB,FRA,1156.53,27663,151370.99,37,441163.31,8B-BOB,PEL_TRAWL,NONE,O15M,2009
247777.95,BOB,FRA,818.27,2832,90485.31,8,247777.95,8A-BOB,POTS,NONE,O15M,2009
122851.41,BOB,FRA,478.42,3521,36061.48,8,122851.41,8A-BOB,TRAMMEL,NONE,O15M,2009
498921.24,BOB,FRA,1790.66,3075,97212.31,11,498921.24,8B-BOB,TRAMMEL,NONE,O15M,2009
4028,BOB,IRL,,1007,4372,1,4028,8A-BOB,PEL_TRAWL,NONE,O15M,2009
1624,BOB,NIR,,406,624,1,1624,8A-BOB,OTTER,NONE,O15M,2009
541.33,BOB,NIR,,406,208,1,541.33,8A-BOB,PEL_TRAWL,NONE,O15M,2009
6152,BOB,NLD,,,2480,1,6152,8A-BOB,DEM_SEINE,NONE,O15M,2009
6624,BOB,NLD,,,2016,1,6624,8B-BOB,DEM_SEINE,NONE,O15M,2009
166742,BOB,NLD,,,138260,2,166742,8A-BOB,PEL_TRAWL,NONE,O15M,2009
29681,BOB,SCO,,596,19920,1,29681,8A-BOB,GILL,NONE,O15M,2009
19496,BOB,SCO,,4874,5660,1,19496,8A-BOB,PEL_TRAWL,NONE,O15M,2009
41237,BOB,DEU,11,9695,46031,2,41237,8A-BOB,PEL_TRAWL,NONE,O15M,2010
29240,BOB,DNK,10,2999,13036,1,29240,8A-BOB,PEL_TRAWL,NONE,O15M,2010
57766.01,BOB,ENG,,1374,37122.01,2,57766.01,8A-BOB,GILL,NONE,O15M,2010
3240,BOB,ENG,,2160,1602,1,3240,8A-BOB,OTTER,NONE,O15M,2010
44489.4,BOB,ENG,,13494,23130.12,3,44489.4,8A-BOB,PEL_TRAWL,NONE,O15M,2010
621157.34,BOB,ESP,4120,6389.86,375008.41,22,621157.34,8A-BOB,GILL,NONE,O15M,2010
256713.47,BOB,ESP,2074,6911.53,160912.21,23,256713.47,8B-BOB,GILL,NONE,O15M,2010
1900768.87,BOB,ESP,9609,20448.97,1245071.16,48,1900768.87,8A-BOB,LONGLINE,NONE,O15M,2010
88574.87,BOB,ESP,937,2616.19,45072.81,13,88574.87,8B-BOB,LONGLINE,NONE,O15M,2010
111303.99,BOB,ESP,469,820.9,59473.43,2,111303.99,8A-BOB,NONE,NONE,O15M,2010
4468.08,BOB,ESP,34,685.87,2161.55,3,4468.08,8B-BOB,NONE,NONE,O15M,2010
1216952.74,BOB,ESP,6885,20135.95,927667.75,15,1216952.74,8A-BOB,OTTER,NONE,O15M,2010
2200544.45,BOB,ESP,10529,33195.37,1898965.53,16,2200544.45,8B-BOB,OTTER,NONE,O15M,2010
5943.95,BOB,ESP,104,1283.35,2536.35,5,5943.95,8A-BOB,PEL_SEINE,NONE,O15M,2010
622770.31,BOB,ESP,4954,24671.35,246535.12,85,622770.31,8B-BOB,PEL_SEINE,NONE,O15M,2010
3528,BOB,ESP,12,74,888,1,3528,8B-BOB,POTS,NONE,O15M,2010
2021.25,BOB,ESP,14,349.6,874,1,2021.25,8A-BOB,TRAMMEL,NONE,O15M,2010
13987.05,BOB,ESP,56,1022.82,6827.15,2,13987.05,8B-BOB,TRAMMEL,NONE,O15M,2010
131717.99,BOB,FRA,224.01,4116,61378.78,2,131717.99,8A-BOB,DEM_SEINE,NONE,O15M,2010
40132.63,BOB,FRA,68.25,1764,18701.27,2,40132.63,8B-BOB,DEM_SEINE,NONE,O15M,2010
569,BOB,FRA,2,291,103.46,1,569,8A-BOB,DREDGE,NONE,O15M,2010
1193891.45,BOB,FRA,2571.59,13037,517945.66,20,1193891.45,8A-BOB,GILL,NONE,O15M,2010
318002.24,BOB,FRA,761.75,9611,124738.23,18,318002.24,8B-BOB,GILL,NONE,O15M,2010
119165.95,BOB,FRA,326.54,2527,47003.19,4,119165.95,8A-BOB,LONGLINE,NONE,O15M,2010
172375.72,BOB,FRA,331.23,3390,63297.85,3,172375.72,8B-BOB,LONGLINE,NONE,O15M,2010
3347066.96,BOB,FRA,10204.15,69572,888578.05,41,3347066.96,8A-BOB,OTTER,NONE,O15M,2010
567255.43,BOB,FRA,1509.23,20371,168958.54,14,567255.43,8B-BOB,OTTER,NONE,O15M,2010
339501.68,BOB,FRA,1430.14,6242,57793.12,14,339501.68,8A-BOB,PEL_SEINE,NONE,O15M,2010
52467.84,BOB,FRA,203.07,1298,12706.58,2,52467.84,8B-BOB,PEL_SEINE,NONE,O15M,2010
885358.46,BOB,FRA,2421.83,45425,258692.14,25,885358.46,8A-BOB,PEL_TRAWL,NONE,O15M,2010
287866.04,BOB,FRA,789.66,19667,92822.77,25,287866.04,8B-BOB,PEL_TRAWL,NONE,O15M,2010
307426.79,BOB,FRA,849.67,2891,110273.56,8,307426.79,8A-BOB,POTS,NONE,O15M,2010
37544.71,BOB,FRA,121.12,2187,9991.63,2,37544.71,8A-BOB,TRAMMEL,NONE,O15M,2010
35417.08,BOB,FRA,137.19,1120,19463.24,2,35417.08,8B-BOB,TRAMMEL,NONE,O15M,2010
15000,BOB,IRL,,2500,6564,1,15000,8A-BOB,PEL_TRAWL,NONE,O15M,2010
8936,BOB,NLD,,,3116,1,8936,8B-BOB,DEM_SEINE,NONE,O15M,2010
99986,BOB,NLD,,,75620,2,99986,8A-BOB,PEL_TRAWL,NONE,O15M,2010
