type_var,YEAR,typeTotal
hake,2005,19.295
hake,2006,14.84781
hake,2007,14.05311
hake,2008,15.64211
hake,2009,21.14322
hake,2010,24.1561
hake,2011,25.33663
hake,2012,26.92102
hake,2013,30.08048
hake,2014,33.01392
hake,2015,34.87597
hake,2016,35.06675
hake,2017,36.00671
hake,2018,33.8531973
jack and horse mackerels,1950,77.159
jack and horse mackerels,1951,80.338
jack and horse mackerels,1952,77.864
jack and horse mackerels,1953,105.279
jack and horse mackerels,1954,91.355
jack and horse mackerels,1955,91.037
jack and horse mackerels,1956,93.679
jack and horse mackerels,1957,82.076
jack and horse mackerels,1958,85.709
jack and horse mackerels,1959,84.744
jack and horse mackerels,1960,79.805
jack and horse mackerels,1961,86.673
jack and horse mackerels,1962,104.03
jack and horse mackerels,1963,116.894
jack and horse mackerels,1964,121.303
jack and horse mackerels,1965,111.054
jack and horse mackerels,1966,96.51
jack and horse mackerels,1967,112.29
jack and horse mackerels,1968,134.895
jack and horse mackerels,1969,132.25
jack and horse mackerels,1970,159.883
jack and horse mackerels,1971,81.593
jack and horse mackerels,1972,126.544
jack and horse mackerels,1973,114.127
jack and horse mackerels,1974,87.514
jack and horse mackerels,1975,111.946
jack and horse mackerels,1976,160.885
jack and horse mackerels,1977,174.081
jack and horse mackerels,1978,96.324
jack and horse mackerels,1979,69.519
jack and horse mackerels,1980,63.821
jack and horse mackerels,1981,45.736
jack and horse mackerels,1982,53.334
jack and horse mackerels,1983,76.809
jack and horse mackerels,1984,56.985
jack and horse mackerels,1985,56.59
jack and horse mackerels,1986,77.802
jack and horse mackerels,1987,79.879
jack and horse mackerels,1988,81.476
jack and horse mackerels,1989,67.203
jack and horse mackerels,1990,70.531
jack and horse mackerels,1991,73.717
jack and horse mackerels,1992,82.447
jack and horse mackerels,1993,84.58
jack and horse mackerels,1994,71.713
jack and horse mackerels,1995,54.673
jack and horse mackerels,1996,77.348
jack and horse mackerels,1997,75.154
jack and horse mackerels,1998,76.3
jack and horse mackerels,1999,83.37
jack and horse mackerels,2000,82.46
jack and horse mackerels,2001,101.677
jack and horse mackerels,2002,78.812
jack and horse mackerels,2003,59.333
jack and horse mackerels,2004,57.765
jack and horse mackerels,2005,61.834
jack and horse mackerels,2006,49.9523
jack and horse mackerels,2007,47.3404
jack and horse mackerels,2008,56.1669
jack and horse mackerels,2009,55.1036
jack and horse mackerels,2010,47.0384
jack and horse mackerels,2011,56.57765
jack and horse mackerels,2012,43.60985
jack and horse mackerels,2013,57.88487
jack and horse mackerels,2014,53.94672
jack and horse mackerels,2015,47.36492
jack and horse mackerels,2016,35.79549
jack and horse mackerels,2017,60.258
jack and horse mackerels,2018,41.9579909
sardine,1950,134.208
sardine,1951,146.532
sardine,1952,143.715
sardine,1953,150.681
sardine,1954,172.202
sardine,1955,144.546
sardine,1956,177.131
sardine,1957,175.29
sardine,1958,218.458
sardine,1959,218.426
sardine,1960,250.669
sardine,1961,261.6
sardine,1962,228.057
sardine,1963,219.687
sardine,1964,251.33
sardine,1965,224.341
sardine,1966,206.551
sardine,1967,198.827
sardine,1968,163.559
sardine,1969,150.644
sardine,1970,136.01
sardine,1971,183.538
sardine,1972,149.718
sardine,1973,170.056
sardine,1974,127.335
sardine,1975,163.426
sardine,1976,145.346
sardine,1977,130.244
sardine,1978,161.744
sardine,1979,141.002
sardine,1980,197.95
sardine,1981,224.131
sardine,1982,210.992
sardine,1983,188.447
sardine,1984,210.564
sardine,1985,212.142
sardine,1986,190.835
sardine,1987,176.474
sardine,1988,170.107
sardine,1989,147.692
sardine,1990,169.947
sardine,1991,137.526
sardine,1992,133.16
sardine,1993,144.92
sardine,1994,140.472
sardine,1995,137.177
sardine,1996,134.307
sardine,1997,125.832
sardine,1998,127.83
sardine,1999,103.552
sardine,2000,100.19
sardine,2001,112.003
sardine,2002,113.873
sardine,2003,109.578
sardine,2004,123.627
sardine,2005,124.042
sardine,2006,60.7057
sardine,2007,134.36811
sardine,2008,117.5591
sardine,2009,109.1734
